"","heart_rate","steering","steeringVelocity","turningCurvature","speedInMetresPerSecond","prev_steering_vel","delta_steering_vel","danger"
"51",100,0.00246043759398162,0,-0.000372963782865554,6.76784801483154,0,0,FALSE
"52",100,0.00243072491139174,-0.00199550273828208,-0.000426995713496581,6.87966203689575,0,-0.00199550273828208,FALSE
"53",100,0.00243072491139174,-0.00199550273828208,-0.000474319152999669,6.99152898788452,-0.00199550273828208,0,FALSE
"54",100,0.00240109604783356,-0.000296905287541449,-0.000465454766526818,7.10338687896729,-0.00199550273828208,0.00169859745074063,FALSE
"55",100,0.00240109604783356,-0.000296905287541449,-0.000408931489801034,7.21529531478882,-0.000296905287541449,0,FALSE
"56",100,0.00243072491139174,0.000296348065603524,-0.000373372720787302,7.32724332809448,-0.000296905287541449,0.000593253353144973,FALSE
"57",100,0.00246043759398162,0.000296348065603524,-0.000360973062925041,7.43920516967773,0.000296348065603524,0,FALSE
"58",100,0.00246043759398162,0.000297008140478283,-0.000350344780599698,7.55122232437134,0.000296348065603524,6.60074874758991e-07,FALSE
"59",100,0.00263036135584116,0.00339769455604255,-0.000331993272993714,7.6632661819458,0.000297008140478283,0.00310068641556427,FALSE
"60",100,0.00304017798043787,0.00339769455604255,-0.000397320836782455,7.77534294128418,0.00339769455604255,0,FALSE
"61",100,0.00333495205268264,0.00703496113419533,-0.000428756728069857,7.88748264312744,0.00339769455604255,0.00363726657815278,FALSE
"62",100,0.00345245329663157,0.00703496113419533,-0.000401230528950691,7.99964952468872,0.00703496113419533,0,FALSE
"63",100,0.00345245329663157,0.0011764916125685,-0.000378986762370914,8.11186790466309,0.00703496113419533,-0.00585846952162683,FALSE
"64",100,0.00328185479156673,-0.00340950977988541,-0.000393695197999477,8.2241382598877,0.0011764916125685,-0.00458600139245391,FALSE
"65",100,0.00278243352659047,-0.00997731182724237,-0.00029460183577612,8.33645820617676,-0.00340950977988541,-0.00656780204735696,FALSE
"66",100,0.00216714176349342,-0.00997731182724237,-0.000258966581895947,8.44883251190186,-0.00997731182724237,0,FALSE
"67",100,0.00143050809856504,-0.013531157746911,-0.000222489077714272,8.5612621307373,-0.00997731182724237,-0.00355384591966863,FALSE
"68",100,0.000858679646626115,-0.0114161660894752,-0.000155236484715715,8.67374229431152,-0.013531157746911,0.0021149916574358,FALSE
"69",100,0.000492015504278243,-0.0114161660894752,-0.000159744740813039,8.78602504730225,-0.0114161660894752,0,FALSE
"70",100,0.000309768598526716,-0.00549461971968412,-0.000114374481199775,8.89763450622559,-0.0114161660894752,0.00592154636979108,FALSE
"71",100,0.000155246802023612,-0.00308501278050244,-9.07179273781367e-05,9.00885105133057,-0.00549461971968412,0.00240960693918168,FALSE
"72",100,-8.17169056972489e-05,-0.00473652174696326,-5.63356734346598e-05,9.12008666992188,-0.00308501278050244,-0.00165150896646082,FALSE
"73",100,-0.000633021292742342,-0.0110240709036589,2.10394900932442e-05,9.23153686523438,-0.00473652174696326,-0.00628754915669564,FALSE
"74",100,-0.00161695026326925,-0.0196741726249456,0.000147546830703504,9.34323978424072,-0.0110240709036589,-0.0086501017212867,FALSE
"75",100,-0.00272136833518744,-0.0196741726249456,0.000243417569436133,9.45517349243164,-0.0196741726249456,0,FALSE
"76",100,-0.00350617128424346,-0.0188909098505974,0.000321283703669906,9.56731128692627,-0.0196741726249456,0.0007832627743482,FALSE
"77",100,-0.00422131363302469,-0.0188909098505974,0.000368761597201228,9.67963886260986,-0.0188909098505974,0,FALSE
"78",100,-0.00469910027459264,-0.0119430469349027,0.000374458642909303,9.79215621948242,-0.0188909098505974,0.0069478629156947,FALSE
"79",100,-0.00472214352339506,-0.000459492293884978,0.000385635357815772,9.90487003326416,-0.0119430469349027,0.0114835546410177,FALSE
"80",100,-0.0045271092094481,-0.000459492293884978,0.000370600959286094,10.0177803039551,-0.000459492293884978,0,FALSE
"81",100,-0.00372293451800942,0.0100071914494038,0.00033358990913257,10.1308851242065,-0.000459492293884978,0.0104666837432888,FALSE
"82",100,-0.0022931806743145,0.0285328906029463,0.000248557014856488,10.2441883087158,0.0100071914494038,0.0185256991535425,FALSE
"83",100,-0.000391971290810034,0.0285328906029463,0.00012484539183788,10.35768699646,0.0285328906029463,0,FALSE
"84",100,0.00108259764965624,0.0337567441165447,7.05410711816512e-05,10.4713687896729,0.0285328906029463,0.0052238535135984,FALSE
"85",100,0.00298820971511304,0.0337567441165447,-5.77745267946739e-05,10.5852508544922,0.0337567441165447,0,FALSE
"86",100,0.00392054906114936,0.0284031685441732,-0.000148052975418977,10.6993217468262,0.0337567441165447,-0.0053535755723715,FALSE
"87",100,0.00406472152099013,0.00288017373532057,-0.000102834404970054,10.8397312164307,0.0284031685441732,-0.0255229948088526,FALSE
"88",100,0.00406472152099013,0.00288017373532057,-0.000177714158780873,11.0412845611572,0.00288017373532057,0,FALSE
"89",100,0.00405358849093318,-0.000111335029941984,-0.000268714444246143,11.2425622940063,0.00288017373532057,-0.00299150876526255,FALSE
"90",100,0.00405358849093318,-0.000111335029941984,-0.000335581629769877,11.4445142745972,-0.000111335029941984,0,FALSE
"91",100,0.00410932255908847,0.000557581428438425,-0.000366490974556655,11.54478931427,-0.000111335029941984,0.000668916458380409,FALSE
"92",100,0.00439059128984809,0.00560934003442526,-0.000401422468712553,11.6623411178589,0.000557581428438425,0.00505175860598684,FALSE
"93",100,0.00502404849976301,0.00560934003442526,-0.000433748966315761,11.7494411468506,0.00560934003442526,0,FALSE
"94",100,0.00585761154070497,0.0146910818293691,-0.000492109218612313,11.835111618042,0.00560934003442526,0.00908174179494384,FALSE
"95",100,0.00665708491578698,0.0159483589231968,-0.00056287192273885,11.9103260040283,0.0146910818293691,0.0012572770938277,FALSE
"96",100,0.00709711946547031,0.0159483589231968,-0.000559248263016343,11.9804725646973,0.0159483589231968,0,FALSE
"97",100,0.00735145062208176,0.00694600539281964,-0.000570191245060414,12.048023223877,0.0159483589231968,-0.00900235353037716,FALSE
"98",100,0.0075563914142549,0.00409226911142468,-0.000592321041040123,12.1143226623535,0.00694600539281964,-0.00285373628139496,FALSE
"99",100,0.00771094486117363,0.00409226911142468,-0.000631018017884344,12.179256439209,0.00409226911142468,0,FALSE
"100",100,0.00771094486117363,0.00123096571769565,-0.000666342850308865,12.277645111084,0.00409226911142468,-0.00286130339372903,FALSE
"101",100,0.00771094486117363,0.00123096571769565,-0.000675776624120772,12.3306427001953,0.00123096571769565,0,FALSE
"102",100,0.00781438034027815,0.00113698351196945,-0.000687721301801503,12.3948154449463,0.00123096571769565,-9.39822057262e-05,FALSE
"103",100,0.00817888416349888,0.00726285157725215,-0.000721047632396221,12.4591016769409,0.00113698351196945,0.0061258680652827,FALSE
"104",100,0.00881251413375139,0.00726285157725215,-0.000764930213335901,12.5232496261597,0.00726285157725215,0,FALSE
"105",100,0.00966032315045595,0.0148242190480232,-0.000813241407740861,12.5873212814331,0.00726285157725215,0.00756136747077105,FALSE
"106",100,0.0104286829009652,0.0148242190480232,-0.000856291619129479,12.6514358520508,0.0148242190480232,0,FALSE
"107",100,0.0110838422551751,0.0142523180693388,-0.000872888311278075,12.7154445648193,0.0148242190480232,-0.000571900978684399,FALSE
"108",100,0.0114077730104327,0.0142523180693388,-0.000887821021024138,12.7794561386108,0.0142523180693388,0,FALSE
"109",100,0.0114784771576524,0.00395058747380972,-0.000888915965333581,12.843451499939,0.0142523180693388,-0.0103017305955291,FALSE
"110",100,0.0114784771576524,0.00395058747380972,-0.000904002285096794,12.9073848724365,0.00395058747380972,0,FALSE
"111",100,0.0114784771576524,0,-0.000928622030187398,12.9713296890259,0.00395058747380972,-0.00395058747380972,FALSE
"112",100,0.0114077730104327,-0.0014092541532591,-0.000952594680711627,13.0352277755737,0,-0.0014092541532591,FALSE
"113",100,0.0114077730104327,0,-0.000959945260547101,13.0991010665894,-0.0014092541532591,0.0014092541532591,FALSE
"114",100,0.0112666692584753,-0.00281608593650162,-0.000966808875091374,13.1629629135132,0,-0.00281608593650162,FALSE
"115",100,0.0104286829009652,-0.00281608593650162,-0.000887738249730319,13.2267951965332,-0.00281608593650162,0,FALSE
"116",100,0.00848113745450974,-0.0279125552624464,-0.000764517055358738,13.2906084060669,-0.00281608593650162,-0.0250964693259448,FALSE
"117",100,0.0055804867297411,-0.0578398853540421,-0.000572913384530693,13.3543996810913,-0.0279125552624464,-0.0299273300915957,FALSE
"118",100,0.00243072491139174,-0.0629236772656441,-0.000396565825212747,13.4181709289551,-0.0578398853540421,-0.005083791911602,FALSE
"119",100,7.27936858311296e-05,-0.0471535846590996,-0.000304747198242694,13.4819145202637,-0.0629236772656441,0.0157700926065445,FALSE
"120",100,-0.00186411943286657,-0.0471535846590996,-0.000235169078223407,13.5456314086914,-0.0471535846590996,0,FALSE
"121",100,-0.00443599000573158,-0.0451321639120579,-5.14216844749171e-05,13.609320640564,-0.0471535846590996,0.0020214207470417,FALSE
"122",100,-0.00637150648981333,-0.0387075543403625,0.000125499660498463,13.6729784011841,-0.0451321639120579,0.0064246095716954,FALSE
"123",100,-0.0073259249329567,-0.0387075543403625,0.000232470469200052,13.736611366272,-0.0387075543403625,0,FALSE
"124",100,-0.0075563914142549,-0.0118533428758383,0.000303925306070596,13.8002166748047,-0.0387075543403625,0.0268542114645242,TRUE
